titles,link,article,time,media
總統大選》蔡：非核家園13年達成,https://news.ltn.com.tw/news/politics/breakingnews/575446,"天成為下屆總統大選電視辯論會上，國、民、親三黨候選人聚焦的議題之一。

　國民黨候選人馬英九表示，不會做大幅度漲價；民進黨候選人蔡英文說，馬英九曾誇口節能，但三年多來從未做到；親民黨候選人宋...",<generator object <genexpr> at 0x11d209750>,Liberal Times
總統大選》蔡：馬帶領的是買票、賄選集團,https://news.ltn.com.tw/news/politics/breakingnews/575440,"〔即時新聞／綜合報導〕國民黨總統候選人馬英九猛攻民進黨總統候選人蔡英文的團隊，有前總統陳水扁的影子，對此，蔡英文回應，關鍵在領導人，她並強調，她的團隊一定是清廉有效率的團隊。

蔡英文說，政黨二度輪...",<generator object <genexpr> at 0x11d2097c8>,Liberal Times
總統大選》小英：馬政府錢沒花在刀口上,https://news.ltn.com.tw/news/politics/breakingnews/575436,"億元，超過民進黨八年執政，可謂「花錢、花錢、再花錢」，錢沒花在刀口上。

蔡英文表示，馬英九口中的政績，與人民感受不同，人民覺得找不到工作、物價高漲、房價飆漲，也擔心既有民主自由的生活方式可以維持多...",<generator object <genexpr> at 0x11d209840>,Liberal Times
總統大選》蔡：馬政府外交紀律敗壞,https://news.ltn.com.tw/news/politics/breakingnews/575435,"展外交，讓台灣走向國際，並在與國際組織合作上有所突破，民進黨候選人蔡英文直批，國民黨候選人馬英九造成外交紀律敗壞，讓許多外交人才無所適從。

　蔡英文主張，要讓國際看到台灣，主要靠雙邊外交、國際組織...",<generator object <genexpr> at 0x11d2098b8>,Liberal Times
總統大選》馬辯論　揶揄扁朝弊案,https://news.ltn.com.tw/news/politics/breakingnews/575434,〔即時新聞／綜合報導〕2012總統大選電視辯論第1階段登場，在抽籤決定順序後，國民黨候選人馬英九第1個申論，馬英九以台灣經濟、社會正義、兩岸關係作為申論主軸，並多次以「或許蔡主席忘了，但是台灣人...,<generator object <genexpr> at 0x11d209930>,Liberal Times
總統大選》總統大選辯論　小英大談治國藍圖,https://news.ltn.com.tw/news/politics/breakingnews/575430,〔即時新聞／綜合報導〕2012年總統大選電視辯論會今日進行，國民黨候選人馬英九、民進黨候選人蔡英文與親民黨候選人宋楚瑜互別苗頭，以政見和願景進行激烈辯論。蔡英文大談治國藍圖，強調未來產業連結全球與在地、...,<generator object <genexpr> at 0x11d2099a8>,Liberal Times
總統大選》宋楚瑜：台灣問題是三中問題,https://news.ltn.com.tw/news/politics/breakingnews/575413,"階級、中小企業、中低收入者要活得更有希望。

宋楚瑜左批馬，右打蔡，他說，國民黨候選人馬英九所提的台灣成就，是自我感覺良好，而民進黨候選人蔡英文指金融改革是民進黨政績，則是台灣的羞恥。

宋楚瑜...",<generator object <genexpr> at 0x11d209a20>,Liberal Times
民進黨發言人：兩岸政治協商循三步驟,https://news.ltn.com.tw/news/politics/breakingnews/575388,"守民主、對等、和平的原則，依循對話、共識及協商等三個步驟進行。
民進黨發言人陳其邁也三問馬英九總統，他說，第一、馬總統，當台灣民意拒絕統一，反對「一個中國」或「九二共識」的政治前提時，你是否還要堅持與...",<generator object <genexpr> at 0x11d209a98>,Liberal Times
三角大戰！,https://news.ltn.com.tw/news/opinion/paper/543917,"今天下午兩點，這次總統大選將舉行首場電視辯論會，綠營蔡英文、藍營馬英九、橘營宋楚瑜，三人首度同台交鋒，拚口才、比台風、論政見，讓選民同時看三人，直接品評比較，做為投出神聖一票的重要參考。
辯論，既要辯...",<generator object <genexpr> at 0x11d209b10>,Liberal Times
《觀察筆記》從政的憨厚,https://news.ltn.com.tw/news/local/paper/543902,"攻，用詞兇狠。
依此標準，林懷民等藝文界對建國百年花了二億多元的夢想家的不解不滿和批判，馬英九怎可如如不動？
以總統的高度，馬英九長期自許的高道德標準，他拜訪大組頭，也竟是雲淡風輕般地消逝。...",<generator object <genexpr> at 0x11d209b88>,Liberal Times
加入TPP是跳出鎖進中國的解藥,https://news.ltn.com.tw/news/opinion/paper/543881,自由貿易協定（ＦＴＡ）的趨勢中，台灣由於中國認定ＦＴＡ具主權意涵，從中阻撓，以致諸多不順。馬英九總統多年一貫，強調只要順從中國，即可有轉機。不過，與中國簽訂經濟合作協議（ＥＣＦＡ）已經一年半，我國與主要...,<generator object <genexpr> at 0x11d209c00>,Liberal Times
明開會今通知 里長痛批郝傲慢,https://news.ltn.com.tw/news/local/paper/543873,"，讓人錯愕、失望。
里長聯誼會 郝多次未到
信義區正和里長兼里長聯誼會長尹俊富說，總統馬英九當市長時，里長會長每月聚會，都前來溝通交流；換成郝龍斌主政，尤其連任後，多次未到或沾醬油似的來一下就走。...",<generator object <genexpr> at 0x11d209c78>,Liberal Times
造勢靠星光 藝人站台 炒熱選舉場,https://news.ltn.com.tw/news/local/paper/543872,"千人到場，把關渡宮前廣場擠爆。
同選區國民黨老將丁守中，週六在石牌國中舉辦造勢，除了邀請馬英九、連勝文站台，但基調還是演唱會，老牌歌手劉福助也受邀，準備和綠營互別苗頭。
中山、松山區藍、綠由羅淑蕾、...",<generator object <genexpr> at 0x11d13aa20>,Liberal Times
曾文振造勢 周錫瑋站台 朱立倫現身,https://news.ltn.com.tw/news/local/paper/543870,"曾文振加油打氣；對於周、朱兩人為非黨籍同志「加油」，國民黨新北市黨部認為，兩人到場是為總統馬英九拉票，並非為特定候選人助選，沒有違反黨紀問題。
曾任五屆台北縣議員的曾文振，深耕地方多年，具有雄厚基層實...",<generator object <genexpr> at 0x11d2d4750>,Liberal Times
林瑞雄︰民調10趴 非大眾意見,https://news.ltn.com.tw/news/focus/paper/543864,"主席出來做，才能解救大家。
林瑞雄說，他對宋主席有信心，宋很有才能，對政治等事務有經驗，馬英九、蔡英文不及其十分之一，這是很多人公認的，馬、蔡應該很緊張，感覺上宋主席老神在在。
林瑞雄發表意見時，一...",<generator object <genexpr> at 0x11d2d47c8>,Liberal Times
蔡︰當選後 將成立兩岸對話工作小組,https://news.ltn.com.tw/news/focus/paper/543860,"分邀請國會議長、立法院朝野黨團對兩岸交流議題協商，逐步建立包容多數意見的「台灣共識」，包括馬英九的「一中各表」也可納入討論。
蔡英文表示，她希望在辯論之前有完整的兩岸政策說明，因此召開記者會說明兩岸政...",<generator object <genexpr> at 0x11d2d4840>,Liberal Times
馬加緊演練 周美青獻策,https://news.ltn.com.tw/news/focus/paper/543857,"〔記者彭顯鈞／台北報導〕總統大選第一場電視辯論今日登場，馬英九總統昨天上午抽空進行辯論前的第六度演練，總統夫人周美青也獻策。黨政高層強調，辯論時，不管對手是誰，若提出背離事實的說法，都將嚴正駁斥。
為...",<generator object <genexpr> at 0x11d2d48b8>,Liberal Times
蔡邀王丹、崑濱伯助陣,https://news.ltn.com.tw/news/focus/paper/543856,"論會今天登場，民進黨總統候選人蔡英文昨天特別減少公開行程，全力準備今天的辯論；民進黨則呼籲馬英九應在辯論會為「六三三」等政見跳票公開道歉。
民進黨將邀請學界、各行業代表二十五人到辯論會場旁聽，民進黨發...",<generator object <genexpr> at 0x11d2d4930>,Liberal Times
總統辯論今登場 三強嚴陣以待,https://news.ltn.com.tw/news/focus/paper/543855,"全球可同步觀看 
〔記者彭顯鈞／台北報導〕明年總統大選首場電視辯論會今日下午兩點登場，馬英九、蔡英文與宋楚瑜三方陣營都嚴陣以待，昨均派代表到辯論會場進行彩排與確認，包括公視、網路都會現場直播今天的辯論...",<generator object <genexpr> at 0x11d2d49a8>,Liberal Times
檢調不查股市謠言？,https://news.ltn.com.tw/news/opinion/paper/543852,選會比綠營勝出對台股更有利。這類的報導讓人想起二○○七年總統大選前，也曾有類似的言論，聲稱馬英九當選對台灣股市幫助很大，甚至馬英九自己也說「股市目標放在兩萬點」，但股市本身就有市場機制，馬英...,<generator object <genexpr> at 0x11d2d4a20>,Liberal Times
表忠 找盡機會感謝中國,https://news.ltn.com.tw/news/opinion/paper/543851,"則章
二○一七年的「世界大學運動會」由台北市爭取到主辦權。這是一件值得慶賀的事情，然而，馬英九在得知消息後，竟然透過發言人范姜泰基強調：「政府自三年多前積極改善兩岸關係後，情勢已獲顯著改善，不但兩岸出...",<generator object <genexpr> at 0x11d2d4a98>,Liberal Times
不道歉 馬英九的九九神功,https://news.ltn.com.tw/news/opinion/paper/543847,"張千舞
民進黨的文宣廣告誤植照片，蔡英文為此表示道歉了。然而，真正造成水柿產地價格崩盤的馬英九，卻在一邊「驗收」蔡英文的道歉。台灣有夠亂，執政黨無能卸責，在野黨還替它道歉！
馬英九的字典，似...",<generator object <genexpr> at 0x11d2d4b10>,Liberal Times
血汗企業 跳票總統,https://news.ltn.com.tw/news/opinion/paper/543846,"◎ 鄧鴻源
鴻海集團董事長郭台銘日前表態挺馬英九總統；他直言，希望馬總統繼續執政，經濟海嘯需有熟練的舵手，如果大選變天，經濟發展將再空窗一年。他並指出「有人經驗不足，」「有人選了兩、三次還要出來。」似...",<generator object <genexpr> at 0x11d2d4b88>,Liberal Times
馬：外援有助突破外交孤立,https://news.ltn.com.tw/news/politics/paper/543840,〔記者王寓中／台北報導〕馬英九總統昨天接見美國國際開發總署署長拉吉夫．沙赫（Rajiv Shah）等訪賓，馬表示，政府高度重視外援工作，因為在台灣外交工作相對孤立的情況下，外援是我們能夠與國際社會保持良...,<generator object <genexpr> at 0x11d2d4c00>,Liberal Times
貪腐指數創佳績 馬忘「肯定」調查局 引爆基層反彈,https://news.ltn.com.tw/news/politics/paper/543838,〔記者林慶川／台北報導〕台灣今年在全球各國的清廉排名拿下評比以來的最高分數，總統府轉述總統馬英九感謝的名單中，有才成立四個多月的廉政署，卻「獨漏」已擔負肅貪任務幾十年的調查局，引爆調查局基層怒火，有不少...,<generator object <genexpr> at 0x11d2d4c78>,Liberal Times
總統交接條例立法 綠促藍正視,https://news.ltn.com.tw/news/politics/paper/543836,〔記者曾韋禎／台北報導〕由於明年總統、立委合併選舉，若現任總統馬英九無法連任，會在明年出現長達四個月的空窗期。然而，攸關新舊政權交接的「總統副總統職務交接條例草案」自二○○八年四月完成初審後，至今未完成...,<generator object <genexpr> at 0x11d2d4cf0>,Liberal Times
獲聘海基會新董事／新身分助政治談判 蘇起：過度揣測,https://news.ltn.com.tw/news/politics/paper/543835,〔記者蘇永耀／台北報導〕海基會昨舉行董監事會議，除通過江丙坤、高孔廉續任董事長與秘書長，馬英九總統決策幕僚之一的前國安會秘書長蘇起獲聘新任董事。外界盛傳蘇起將擔負未來的兩岸政治談判，蘇起對此說，這是「過...,<generator object <genexpr> at 0x11d2d4d68>,Liberal Times
國家新視野，台灣新方向,https://news.ltn.com.tw/news/opinion/paper/543811,"、不獨、不武」的口號裡，其實是對黨國體制殘餘價值的包裝。既迷惑台灣人民，也迷失了自己。
馬英九和宋楚瑜，系出同源，競奪的只是中國國民黨挾持的「中華民國」國家幻影。他們的終極統一論，說不出口或說出口，是...",<generator object <genexpr> at 0x11d3a68b8>,Liberal Times
蔡英文：當選後成立兩岸對話工作小組,https://news.ltn.com.tw/news/politics/breakingnews/575279,"請國會議長、立法院朝野各黨團進行兩岸交流議題協商，逐步建立包容多數意見的「台灣共識」，包括馬英九的「一中各表」也可納入討論。

　蔡英文表示，她希望在辯論之前有完整的兩岸政策說明，因此召開記者會說明...",<generator object <genexpr> at 0x11d3a6930>,Liberal Times
總統大選》明辯論　民調：3成8獨立選民受影響,https://news.ltn.com.tw/news/politics/breakingnews/575230,"現決定投票意向，5成3的人表示不會受影響。

　選民評估3位候選人在辯論會上的表現，以馬英九的25.8%看好度最佳，蔡英文以22.8%居次，認為宋楚瑜在辯論會上表現會最好的則有20.3%。

馬...",<generator object <genexpr> at 0x11d3a69a8>,Liberal Times
中央收購非全面　嘉縣：自己來收,https://news.ltn.com.tw/news/politics/breakingnews/575177,"次級水柿的說法不同。

嘉縣批收購限制對農民無立即幫助

　縣府農業處長林良懋批評馬英九被農委會蒙蔽，「難道收購現場還要一一拿尺測量？」質疑這種耗時費工的收購方式，無法立即幫助農民。

　林...",<generator object <genexpr> at 0x11d3a6a20>,Liberal Times
經濟學人：不吵中國議題　經濟與中部成競選重點,https://news.ltn.com.tw/news/politics/breakingnews/575108,"中國議題作為競選方針，而是以台灣的經濟問題，及鎖定台灣中部作為競選重點，經濟學人因此分析，馬英九現在正在面對一場他始料未及的苦戰。

經濟學人報導，如何處理台灣與中國的關係在政治上一直都是最困難的議...",<generator object <genexpr> at 0x11d3a6a98>,Liberal Times
今日各報重點新聞一覽,https://news.ltn.com.tw/news/politics/breakingnews/574934,"他暗批蔡英文沒有經驗，如果政黨再輪替，將產生「致命的空窗期」，選她可能會步泰國後塵；他讚揚馬英九是個有經驗舵手，能給大家安全投資環境。 

引用所羅門王故事… 柿子文宣風暴 蔡：我願道歉
引用錯誤...",<generator object <genexpr> at 0x11d3a6b10>,Liberal Times
打照片救選票,https://news.ltn.com.tw/news/opinion/paper/543680,無義」，馬吳以國家領導人、閣揆之尊一再要求蔡英文道歉？一張照片用錯了，就是唱衰台灣農業？而馬英九多少選舉承諾無力兌現，他有道歉，捐一半薪水嗎？這家藍媒有用同樣標準檢視馬英九的跳票嗎？有用社論罵過...,<generator object <genexpr> at 0x11d3a6b88>,Liberal Times
蘇：老農津貼非救濟金 怎可排富,https://news.ltn.com.tw/news/local/paper/543654,"員薪水、基本工資均調高，而肥料等生產成本上漲，民進黨主張老農津貼調高一千元，但國民黨不肯，馬英九總統提出三百一十六元，讓農民沒有尊嚴。
蘇嘉全指出，老農津貼不是救濟，是農民的退休金，民進黨追求的是公平...",<generator object <genexpr> at 0x11d3a6c00>,Liberal Times
二度訪後山 蘇嘉全拜票 承諾照顧農民,https://news.ltn.com.tw/news/local/paper/543653,陪同立委候選人劉櫂豪、賴坤成拜票，鄉親也熱情回應，誓言爭取台灣人的勝利﹔國民黨部分，「總統馬英九—台灣平安福」昨天也到台東，由國民黨副主席詹春柏、總統府資政饒穎奇、縣長黃健庭、議長饒慶鈴等一起為六千枚「...,<generator object <genexpr> at 0x11d3a6c78>,Liberal Times
總統加持 15檔太陽能股全漲停,https://news.ltn.com.tw/news/business/paper/543633,〔記者張慧雯／台北報導〕在馬英九總統宣布「補助陽光屋頂百萬座」的利多消息激勵下，太陽能族群昨日開盤就發光放電、整片紅通通，15檔太陽能股全數漲停作收，連製造太陽能逆變器的科風（3043）、盈正（3628...,<generator object <genexpr> at 0x11d3a6cf0>,Liberal Times
馬英九還不該道歉嗎？,https://news.ltn.com.tw/news/opinion/paper/543623,題，但馬陣營卻抓著小辮子猛烈反攻，把密會組頭、老農津貼、外交官醜聞等「利空消息」覆蓋過去。馬英九總統說：不要因為政治鬥爭，讓農民受害，誰都可以欺負，但不要欺負善良農民。此話說得冠冕堂皇，但馬英九...,<generator object <genexpr> at 0x11d3a6d68>,Liberal Times
美容美髮高峰會 雙英」拜票人氣旺,https://news.ltn.com.tw/news/local/paper/543617,〔記者陳璟民／台北報導〕全國美容美髮產業經營者高峰論壇昨晚在台北市舉行，總統馬英九、民進黨總統候選人蔡英文、親民黨副總統候選人林瑞雄均到場致意及拜票，主辦論壇的台北市美容商業同業公會接待面面俱到，除了王...,<generator object <genexpr> at 0x11d3a6de0>,Liberal Times
郭董挺馬 投資高軟拖三年動工,https://news.ltn.com.tw/news/focus/paper/543601,〔記者黃旭磊、侯承旭／高雄報導〕鴻海科技集團總裁郭台銘與馬英九總統，昨共同主持高雄軟體園區雲端資料中心動土典禮，郭台銘表態挺馬，他說，「企業為明年準備兩套方案，新手上來，台語說撒沒什（抓不到什麼），第三...,<generator object <genexpr> at 0x11d3a6e58>,Liberal Times
【澄社評論】馬失政 都是民進黨的陰謀啦,https://news.ltn.com.tw/news/opinion/paper/543595,"◎ 洪裕宏 
馬英九連日來以重砲轟小英，為的是一張照片誤植的水果月曆。馬營的攻擊點從唱衰果價一路無限上綱到「欺負善良農民」，接下來這一張水果月曆恐怕要成為農村凋敝，農民痛苦的「禍源」了！
馬英九...",<generator object <genexpr> at 0x11d3a6ed0>,Liberal Times
貪腐印象指數 台灣排第32,https://news.ltn.com.tw/news/politics/paper/543581,"卅二名，變化不大，仍排名亞洲四小龍的第三名，遠遠落後新加坡、香港。
馬：高興一晚就好
馬英九總統昨天對此感到欣慰，但馬強調，與紐西蘭、新加坡、香港等相較，台灣還有很大的進步空間，因此「高興一晚就好」...",<generator object <genexpr> at 0x11d3a6f48>,Liberal Times
尹啟銘、邱文彥 請辭獲准,https://news.ltn.com.tw/news/politics/paper/543579,"〔記者王寓中／台北報導〕馬英九總統昨天發布人事令，國民黨不分區立委排名第十七的尹啟銘，請辭行政院政務委員獲准；國民黨不分區排名第五的環保署副署長邱文彥，也在昨天請辭獲准。
相關人士指出，尹啟銘請辭後的...",<generator object <genexpr> at 0x11d473930>,Liberal Times
林龍成家屬 要求馬和陳明義道歉,https://news.ltn.com.tw/news/politics/paper/543574,"」。
民進黨發言人康裕成也哽咽說，到現在都已經第九天了，家屬已經不接受陳明義的道歉，要求馬英九總統與陳明義要向全國人民道歉！
陳明義：未指控虛構故事
陳明義昨天發表聲明，強調他本人從未指控蔡英文訪...",<generator object <genexpr> at 0x11d4739a8>,Liberal Times
《辯論備戰》蔡模擬演練 講庶民語言,https://news.ltn.com.tw/news/politics/paper/543566,"為主軸，希望用庶民語言向社會說明治國理念。
沒人願意承認扮演馬
至於模擬演練時是誰扮演馬英九角色？陳其邁說，政策幕僚都是各自提問題，由蔡英文回答，「沒有人願意承認自己扮演馬英九」，馬的形象早...",<generator object <genexpr> at 0x11d473a20>,Liberal Times
《辯論備戰》馬憂二打一 防宋列重點,https://news.ltn.com.tw/news/politics/paper/543565,"〔記者彭顯鈞、王寓中／台北報導〕面對明天的首場總統大選電視辯論會，馬英九總統視為大選的「決戰點」，密集演練。據指出，馬陣營擔心到時出現「二打一」的局面，如何「防宋」更是關鍵重點。
上週五起連續一週，馬...",<generator object <genexpr> at 0x11d473a98>,Liberal Times
馬：導師費加碼 連兩年各增千元,https://news.ltn.com.tw/news/politics/paper/543564,〔記者王寓中、林曉雲／台北報導〕馬英九總統昨天接見「全國教師工會總聯合會」代表時，再度針對「教師」釋放利多，承諾落實國小廿五人編班，並在四年內將每班老師數目增加到一．七人；有關導師費的問題，明年將從現行...,<generator object <genexpr> at 0x11d473b10>,Liberal Times
燒錢有理？死不認錯！,https://news.ltn.com.tw/news/opinion/paper/543530,"、上台之間，馬政府好像把燒錢問題也燒掉了。曾志朗上任後，就振振有辭的為夢想家「平反」，可見馬英九政權自認燒錢有理，毫無反省、死不認錯！
這種現象顯示，夢想家燒錢根本就是一個「共犯結構」，換了主委，仍在...",<generator object <genexpr> at 0x11d473b88>,Liberal Times
紀萬生砲轟 馬吳讓台灣向下沉淪,https://news.ltn.com.tw/news/local/paper/543498,"〔記者佟振國／埔里報導〕總統選戰雙英激烈攻防，美麗島事件受刑人紀萬生昨天砲轟馬英九執政以來，民生經濟等各方面不僅沒有改革，反而更向下沉淪，領導力、決策力、執行力不及格，是顢頇無能加三級。
轟馬執政無能...",<generator object <genexpr> at 0x11d473c00>,Liberal Times
救柿大戰 次級品收購 大排長龍,https://news.ltn.com.tw/news/local/paper/543488,"加工廠關心收購情形，期間，陳以真與縣府人員，一度爆發「口角」，互指「作秀」，場面混亂。
馬英九總統前天參加國民黨移師在嘉縣舉行中常會，接受黨籍立委參選人陳以真等人陳情，也繼嘉縣府日前表明要啟動收購水柿...",<generator object <genexpr> at 0x11d473c78>,Liberal Times
郝龍斌：絕對遵守奧會模式,https://news.ltn.com.tw/news/sports/paper/543445,"「奧會模式」，ＦＩＳＵ對此能放心及接受。
國人關注、媒體提問，賽會是否彰顯我國主權？總統馬英九在錄影拉票中，自我介紹為中華民國總統，未來舉辦世大運時，是循奧會模式，以中華台北名義，還是會有突破？郝龍斌...",<generator object <genexpr> at 0x11d473cf0>,Liberal Times
財務規劃、場館設施、政治支持／申辦成功3關鍵,https://news.ltn.com.tw/news/sports/paper/543444,"市簡報內容完備，可當未來我國申辦其他大型國際賽事的標準作業程序。
教育部長吳清基說，總統馬英九指示相關部會全力協助台北市，「經費上不能有缺口，選手培訓往下扎根」，未來的選手是現在國中階段的學生，政府會...",<generator object <genexpr> at 0x11d473d68>,Liberal Times
馬巡視松機改建 談桃機還有進步空間,https://news.ltn.com.tw/news/life/paper/543425,〔記者林嘉琪／台北報導〕馬英九總統昨天巡視台北松山機場改建進度，表示很慶幸保留下松山機場，因為改建後的松機煥然一新，而且先與中國直航，再與日本簽署開放天空協議，明年三月又將飛韓國首爾，讓台灣在東亞航空界...,<generator object <genexpr> at 0x11d473de0>,Liberal Times
總統大選》月曆誤植甜柿照片　小英將公開致歉,https://news.ltn.com.tw/news/politics/breakingnews/574631,欣芳／台北報導〕民進黨推出水果月曆文宣，將柿子1斤2元的牛心柿照片誤植為甜柿，引發國民黨及馬英九總統的強烈抨擊，蔡英文競選辦公室核心幕僚下午首度為這張照片誤植表示歉意，不過，強調馬政府仍應重視水果產銷失...,<generator object <genexpr> at 0x11d473e58>,Liberal Times
2017世大運》郝龍斌︰遵守「奧運模式」,https://news.ltn.com.tw/news/politics/breakingnews/574531,"」，FISU對此能放心及接受。

　國人關注賽會是否彰顯我國國家主權，媒體也提問，總統馬英九在錄影拉票中，自我介紹為中華民國總統，未來舉辦世大運時，是循奧運模式，以中華台北名義，還是會有突破？郝龍斌...",<generator object <genexpr> at 0x11d473ed0>,Liberal Times
六三三跳票　綠要馬週六道歉,https://news.ltn.com.tw/news/politics/breakingnews/574500,〔記者李欣芳／台北報導〕綠營對馬英九總統政策跳票發動攻擊，民進黨今天上午推出電視廣告，質疑馬總統六三三政策跳票，馬總統曾承諾經濟成長率要達6％，但執政3年多來經濟成長率平均只有3.2％，民進黨要求馬總統...,<generator object <genexpr> at 0x11d473f48>,Liberal Times
總統大選》馬出席鴻海高雄軟體園區動土　綠質疑騙選票,https://news.ltn.com.tw/news/politics/breakingnews/574433,"〔記者侯承旭／高雄報導〕總統馬英九今天南下高雄出席鴻海集團在高雄軟體園區的動土典禮，民進黨質疑鴻海投資案延宕3年多，選舉到了才動土，根本是騙選票。

97年馬英九就職總統前，鴻海宣布將投資高...",<generator object <genexpr> at 0x11d479048>,Liberal Times
今日各報重點新聞一覽,https://news.ltn.com.tw/news/politics/breakingnews/574412,"5認綠文宣傷農
柿價風波攪亂總統選情這一池春水，根據本報最新民調發現，31％受訪民眾相信馬英九最有能力解決果農問題，而知道此風波的民眾中，55％認為水果文宣對果農造成傷害，其中更有88％認為民進黨應該...",<generator object <genexpr> at 0x11d547b88>,Liberal Times
等待選後行情,https://news.ltn.com.tw/news/opinion/paper/543412,"馬英九施政無能，卻經常把過錯推給前朝，辯稱是替前人擦屁股，收拾爛攤子；現在更離譜，意圖將過錯推給未來的執政者。
馬英九誇口執政後股市上萬點，結果任期快結束了，股市從未上過一萬點；一萬點都未出現...",<generator object <genexpr> at 0x11d547c00>,Liberal Times
法人開講 選舉行情變恐嚇行情？,https://news.ltn.com.tw/news/business/paper/543367,"〔財經新聞中心／綜合報導〕大分法人紛紛出具報告，指稱蔡英文當選將重挫股市行情，以及馬英九贏得大選將會帶動選後行情，似乎變相為馬英九輔選。
鼓吹 藍贏帶動選舉行情
野村證券台灣區研究部主管王嘉...",<generator object <genexpr> at 0x11d547c78>,Liberal Times
人權問題也說一套做一套？,https://news.ltn.com.tw/news/opinion/paper/543364,"方向發展，完全沒有某些人幻想的改革希望。
艾未未事件在國際上廣受矚目，一向避談此一議題的馬英九總統，上週基於選舉考量前往參觀「艾未未，缺席」展覽。當時，馬英九說：「台灣跟大陸之間的距離，必須要...",<generator object <genexpr> at 0x11d547cf0>,Liberal Times
馬總統車隊赴二殯 與民爭道,https://news.ltn.com.tw/news/local/paper/543347,〔記者黃忠榮、羅添斌／台北報導〕台北市議員洪健益接獲民眾陳情指出，日前在非上班日看到馬英九總統車隊進入台北市第二殯儀館，當時周邊車輛、路人皆被警察擋下，館方更拉起取票閘讓車隊進入，為了成就馬英九...,<generator object <genexpr> at 0x11d547d68>,Liberal Times
看板黏TT！ 林淑芬vs.錢薇娟 形象戰,https://news.ltn.com.tw/news/local/paper/543342,"，訴求「認真看得見」，短短幾個字道盡過去立委期間，為地方上所做的努力；錢薇娟的看板則放上與馬英九、吳敦義的合照，三人並肩擺出堅定手勢，訴求「國會新力量」，期望「母雞帶小雞」拉抬選情。
三民路與保和路口...",<generator object <genexpr> at 0x11d547de0>,Liberal Times
冷眼集 / 農委會一個月前為什麼做不到?,https://news.ltn.com.tw/news/focus/paper/543312,"記者鄒景雯／特稿
馬英九昨天把國民黨中常會拉到牛心柿的故鄉嘉義去開，在當地參選的黨籍立委陳情下，馬主席宣布由中央全額補助，以每公斤五元收購二四○公噸次級品，並且加上了一句選舉語言：「你說得到，我做得到...",<generator object <genexpr> at 0x11d547e58>,Liberal Times
政策急轉彎 全額補助收購水柿次級品,https://news.ltn.com.tw/news/focus/paper/543310,蔡宗勳、吳世聰、鍾麗華／綜合報導〕農委會收購嘉義縣水柿政策出現急轉彎！身兼國民黨主席的總統馬英九昨日在嘉義縣黨部舉辦的行動中常會中宣布，農委會今起以每公斤五元、全額補助方式，收購二四○公噸的水柿次級品。...,<generator object <genexpr> at 0x11d547ed0>,Liberal Times
綠月曆挫柿價？ 甜柿反漲近一成,https://news.ltn.com.tw/news/focus/paper/543308,〔記者鍾麗華／台北報導〕國民黨近日猛批民進黨，指其水果月曆導致甜柿價格下跌，總統馬英九還到台中甜柿產地買五千公斤的甜柿送弱勢，但台北果菜市場的甜柿批發價格近日波動不大，昨天的價格還比一個月前上漲近一成。...,<generator object <genexpr> at 0x11d547f48>,Liberal Times
台商優惠機票 綠批變相買票,https://news.ltn.com.tw/news/focus/paper/543307,"場。大陸學者關心兩岸關係發展，也是很自然；他們的觀點，並反映大陸民眾的普遍看法。 
問到馬英九總統表示希望能夠加入美國倡議的ＴＰＰ（泛太平洋戰略經濟夥伴協定），北京方面是否支持？范麗青則以「對於這個組...",<generator object <genexpr> at 0x11d54d048>,Liberal Times
馬與萬名僧俗 合唱「中華民國頌」,https://news.ltn.com.tw/news/focus/paper/543305,〔記者陳建志／太平報導〕中華佛教比丘尼協進會昨舉行「慶祝建國百年萬人祈福嘉年華晚會」，總統馬英九應邀出席致詞，稱讚台灣佛教具有行動入世化、營運企業化、信徒志工化、據點國際化和比丘尼人數、素質空前的特色。...,<generator object <genexpr> at 0x11d54d0c0>,Liberal Times
薪資倒退嚕 綠新廣告諷馬,https://news.ltn.com.tw/news/focus/paper/543303,"辛苦。
繼訴求年輕人買不起房子後，民進黨昨天的文宣強調受薪階級的辛苦。發言人林俊憲表示，馬英九執政三年多來，全台共有三百六十萬人一個月賺不到三萬元，薪資倒退到十三年前的慘狀，是窮忙族，這也是台灣社會真...",<generator object <genexpr> at 0x11d54d138>,Liberal Times
總統到 二元的柿子收起來,https://news.ltn.com.tw/news/opinion/paper/543299,"◎ 黃招榮
馬英九一手拿著某種水果（柳丁），一面說：「我不會出賣台灣，我只會出賣台灣的水果。」結果呢？柳丁、香蕉滯銷後換成柿子，這都只是冰山一角而已，以後不知還有多少的農漁產品，會步上柿子的後塵。
...",<generator object <genexpr> at 0x11d54d1b0>,Liberal Times
兩蔣不鎖國嗎？,https://news.ltn.com.tw/news/opinion/paper/543296,"要貿易國，與中共貿易比重較低，但比兩蔣時期與中共漢賊不兩立已進步很多，泛藍卻批為鎖國。
馬英九上台後，就像「七月半鴨子」，經貿全壓寶在中國，反而與歐美日逐漸遠離，與李登輝及阿扁總統反其道而行，難怪人家...",<generator object <genexpr> at 0x11d54d228>,Liberal Times
